ID,Nhóm,Điểm tổng,Điểm tối đa,Điểm quy đổi,"Anh Nguyễn Văn A có mong muốn mua chung cư. Giá chung cư là 1.8 tỷ trên căn, ...","Anh Nguyễn Văn A có mong muốn mua chung cư. Giá chung cư là 2 tỷ trên căn, ...","Anh Nguyễn Văn A có mong muốn mua chung cư. Giá chung cư là 2.6 tỷ trên căn, ...","Anh Nguyễn Văn A có mong muốn mua chung cư. Giá chung cư là 2.8 tỷ trên căn, ...","Cần chọn tối thiểu bao nhiêu số trong tập A = {1, 2, 3, …, 2020} để chắc chắn...","Cần chọn tối thiểu bao nhiêu số trong tập A = {1, 2, 3, …, 2022} để chắc chắn...","Cần chọn tối thiểu bao nhiêu số trong tập A = {1, 2, 3, …, 2024} để chắc chắn...","Cần chọn tối thiểu bao nhiêu số trong tập A = {1, 2, 3, …, 2026} để chắc chắn...",TRR-3,TRR-4,TRR-5,Đúng sai về Cây,Đúng sai về Cây,Thuật toán Kruskal,Cho ma trận tìm đồ thị,Cho ma trận tìm đồ thị 2,Chọn cách biểu diễn - trọng số 1,Tính trọng số của cây khung,Tính trọng số của cây khung,Tính trọng số của cây khung,Tính trọng số của cây khung,Thuật toán Kruskal,Thuật toán Kruskal,Thuật toán Kruskal,Thuật toán Kruskal,Thuật toán Prim,Thuật toán Prim,Thuật toán Prim,Tồn tại cây khung,Tồn tại cây khung,Tồn tại đồ thị,DFS 1,DFS 2,DFS 3,DFS 4,DFS Path 1,DFS Path 2,DFS Path 4,DFS Path 5,Đường đi 1,Đường đi 2,Đường đi 3,Đường đi 1,MultiChoice_vohuong 1,MultiChoice_vohuong 2,Xác định đỉnh trong tìm đường 1,Xác định đỉnh trong tìm đường 2,Xác định đỉnh trong tìm đường 4,Xác định đỉnh trong tìm đường 5,Permutation 2,Permutation 1,Câu 1,Câu 1 (copy),Câu 1 (copy),Nhận diện topology,TB - Ly thuyet Dijkstra,Ly thuyet Dijkstra,bipartite graph DEF,bipartite graph DEF (copy),bipartite graph DEF (copy),bipartite graph DEF1,bipartite graph DEF1,bipartite graph DEF1,Graph đầy đủ,Graph đầy đủ (copy),Ly thuyet,Ly thuyet,"Số lượng dãy tăng, giảm (2)","Số lượng dãy tăng, giảm (3)",Câu hỏi 1,Câu hỏi 3,Câu hỏi 5,Câu hỏi 1,Câu hỏi 2,Câu hỏi 3,Câu hỏi 4,Câu hỏi 2,Câu hỏi 3,Câu hỏi 4,Câu hỏi 5,Câu hỏi 1,Câu hỏi 2,Câu hỏi 3,Câu hỏi 4,Câu hỏi 3,Câu hỏi 4,Câu hỏi 5,Lát cắt cực tiểu,Lát cắt cực tiểu,Lát cắt cực tiểu,Tính luồng cực đại,Tính luồng cực đại,Tính luồng cực đại,Tính luồng cực đại,Đúng sai về Cây,Đúng sai về Cây,Chia kẹo - instance 1,Chia kẹo - instance 2,Chia kẹo - instance 3,Chia kẹo - instance 4,Chia kẹo - instance 5
25392,Kip2,21.5,31,69.35,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,0.5,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,Không có,Không có,0,Không có,Không có,0,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,0,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có
25393,Kip2,17,31,54.84,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,1,Không có,Không có,0,1,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,0,Không có,0,Không có,1,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,0,Không có,Không có,Chưa làm,Không có,0,Không có,Không có,Chưa làm,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,1
25397,Kip2,7,31,22.58,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,1,Không có,0,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,1,Không có,0,Không có,Không có,0,Không có,0,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,1,0,Không có,Không có,0,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,0
25399,Kip2,17.5,31,56.45,Không có,Không có,Không có,0,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,1,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,0,1,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,1,Không có,1,Không có,Không có,0,0,Không có,Không có,Không có,1,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,0.5,Không có,1,Không có,Không có,Không có
25402,Kip2,17.5,32,54.69,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Chưa làm,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,0,0,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,0,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Chưa làm,Không có,Chưa làm,Không có,Không có,Không có,0.5,1,Không có,Không có,Không có,Không có
25403,Kip2,12.5,32,39.06,Không có,1,Không có,Không có,Không có,Không có,Không có,1,0,Không có,Không có,0.5,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,1,1,Không có,Không có,0,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,0,Không có,Không có,0,Không có,1,Không có,0,Không có,0,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có
25410,Kip2,24.5,32,76.56,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,0.5,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,0,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,0,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,2,Không có,Không có,1,Không có,Không có,Không có,Không có
25411,Kip2,19,31,61.29,0,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,0,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,1,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,2,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0
25416,Kip2,13.5,31,43.55,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,Không có,0.5,Không có,Không có,0,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,1,0,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,1,0,Không có,Không có,Không có,0,Không có,Không có,0,Không có,0,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,0,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có
25417,Kip2,7.5,32,23.44,Không có,Không có,Không có,0,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,0,Không có,Không có,Không có,0,Không có,Không có,Không có,1,1,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,0,Không có,0,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,0,Không có,Không có,0,0,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,0.5,Không có,Không có,Không có,Chưa làm,Không có
25419,Kip2,15,31,48.39,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,0,Không có,0,Không có,Không có,Không có,0,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có,0,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,0,Không có,Không có,Chưa làm,Không có,Không có,0,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,0,Không có,Không có,2,Không có,Không có,Không có,1,Không có,Không có,Chưa làm,Không có,Không có
25423,Kip2,8,31,25.81,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Chưa làm,Không có,0,Không có,Không có,Không có,Chưa làm,Không có,Không có,0,0,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,Chưa làm,Không có,0,1,Không có,Không có,Không có,0,0,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Chưa làm,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có
25428,Kip2,14,32,43.75,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,1,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Chưa làm,Không có,1,Không có,0,Không có,Không có,0,Không có,1,Không có,Chưa làm,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,1,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Chưa làm,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có
25430,Kip2,18.5,31,59.68,Không có,Không có,1,Không có,Không có,Không có,Không có,1,0,Không có,Không có,0.5,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,0,Không có,Không có,Không có,1,0,1,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,0,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,2,Không có,Không có,Không có,Không có,Không có,Không có,1
25431,Kip2,22,32,68.75,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,1,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,1,1,Không có,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,1,1,Không có,Không có,Không có,Không có
25433,Kip2,10.5,31,33.87,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,0,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Chưa làm,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,0,Không có,Không có,Không có,Không có,0,Không có,1,Không có,1,Không có,0,Không có,Không có,0,Không có,1,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,0.5,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có
25435,Kip2,19.5,32,60.94,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Chưa làm,0.5,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,1,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,0,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có
25444,Kip2,18,31,58.06,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,1,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,0,Không có,1,Không có,Chưa làm,Không có,1,Không có,0,Không có,Không có,0,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,0,Không có,2,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có
25447,Kip2,11,31,35.48,Không có,Không có,Chưa làm,Không có,Không có,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,Chưa làm,Không có,Chưa làm,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Chưa làm,Không có,0,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Chưa làm,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,0,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Chưa làm,Không có,0,Không có,Không có,Chưa làm,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có
25449,Kip2,24.5,31,79.03,Không có,Không có,Không có,0,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,0,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,0,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,0.5,Không có,Không có,2,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có
25450,Kip2,20,32,62.5,Không có,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,1,Không có,0,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,1,0,Không có,Không có,1,Không có,0,1,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Chưa làm,Chưa làm,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Chưa làm,2,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có
25453,Kip2,16.5,31,53.23,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,1,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có,1,Không có,0,Không có,1,Không có,1,Không có,1,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,0,Không có,0.5,Không có,1,Không có,Không có,Không có,Không có
25454,Kip2,13,31,41.94,Không có,Không có,Chưa làm,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,0,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,0,Không có,0,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,1,Không có,Không có,Không có,Không có,0,Không có,1,Không có,1,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Chưa làm,Không có,1,0,Không có,Chưa làm,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Chưa làm,Không có,2,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có
25455,Kip2,27,31,87.1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,0,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,1,1,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,2,1,Không có,Không có,1,Không có,Không có,Không có
25457,Kip2,21.5,31,69.35,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,0.5,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,1,Không có,Không có,0,0,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,0,Không có,1,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,2,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0
25458,Kip2,14,31,45.16,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,0,1,Không có,Không có,0,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,0,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Chưa làm,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Chưa làm,Chưa làm,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có
25461,Kip2,14.5,31,46.77,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,0.5,Không có,Không có,Không có,Không có,0,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Chưa làm,Không có,Không có,0,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,1,Không có,1,1,Không có,Không có,0,Không có,Không có,Không có,Chưa làm,1,Không có,Không có,Không có,Không có,Chưa làm,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có
25462,Kip2,22,31,70.97,Không có,Không có,Không có,Chưa làm,1,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,0,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,1,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,2,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1
25463,Kip2,16.5,32,51.56,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,0,0.5,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,0,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,1,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,0,1,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Chưa làm,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có
25464,Kip2,10.25,31,33.06,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,1,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Chưa làm,1,Không có,Không có,Chưa làm,Không có,0,Không có,0,0,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Chưa làm,Không có,Không có,Không có,Chưa làm,Không có,Không có,0.25,Không có,Không có,Không có,Không có,1,Không có
25466,Kip2,13,31,41.94,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Chưa làm,1,Không có,Không có,Không có,1,0,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,1,Không có,Không có,Không có,1,0,Không có,0,Không có,Không có,0,Chưa làm,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Chưa làm,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,1,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1
25471,Kip2,17,31,54.84,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,1,0,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,0,1,Không có,Không có,1,Không có,1,Không có,0,Không có,Không có,0,1,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có
25479,Kip2,18.5,32,57.81,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,0.5,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,0,Không có,Không có,0,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,0,1,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Chưa làm,0,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,2,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1
