ID,Nhóm,Điểm tổng,Điểm tối đa,Điểm quy đổi,"Anh Nguyễn Văn A có mong muốn mua chung cư. Giá chung cư là 1.8 tỷ trên căn, ...","Anh Nguyễn Văn A có mong muốn mua chung cư. Giá chung cư là 2 tỷ trên căn, ...","Anh Nguyễn Văn A có mong muốn mua chung cư. Giá chung cư là 2.6 tỷ trên căn, ...","Anh Nguyễn Văn A có mong muốn mua chung cư. Giá chung cư là 2.8 tỷ trên căn, ...","Cần chọn tối thiểu bao nhiêu số trong tập A = {1, 2, 3, …, 2020} để chắc chắn...","Cần chọn tối thiểu bao nhiêu số trong tập A = {1, 2, 3, …, 2022} để chắc chắn...","Cần chọn tối thiểu bao nhiêu số trong tập A = {1, 2, 3, …, 2024} để chắc chắn...","Cần chọn tối thiểu bao nhiêu số trong tập A = {1, 2, 3, …, 2026} để chắc chắn...",TRR-3,TRR-4,TRR-5,Đúng sai về Cây,Đúng sai về Cây,Thuật toán Kruskal,Cho ma trận tìm đồ thị,Cho ma trận tìm đồ thị 2,Chọn cách biểu diễn - trọng số 1,Tính trọng số của cây khung,Tính trọng số của cây khung,Tính trọng số của cây khung,Tính trọng số của cây khung,Thuật toán Kruskal,Thuật toán Kruskal,Thuật toán Kruskal,Thuật toán Kruskal,Thuật toán Prim,Thuật toán Prim,Thuật toán Prim,Tồn tại cây khung,Tồn tại cây khung,Tồn tại đồ thị,DFS 1,DFS 2,DFS 3,DFS 4,DFS Path 1,DFS Path 2,DFS Path 4,DFS Path 5,Đường đi 1,Đường đi 2,Đường đi 3,Đường đi 1,MultiChoice_vohuong 1,MultiChoice_vohuong 2,Xác định đỉnh trong tìm đường 1,Xác định đỉnh trong tìm đường 2,Xác định đỉnh trong tìm đường 4,Xác định đỉnh trong tìm đường 5,Permutation 2,Permutation 1,Câu 1,Câu 1 (copy),Câu 1 (copy),Nhận diện topology,TB - Ly thuyet Dijkstra,Ly thuyet Dijkstra,bipartite graph DEF,bipartite graph DEF (copy),bipartite graph DEF (copy),bipartite graph DEF1,bipartite graph DEF1,bipartite graph DEF1,Graph đầy đủ,Graph đầy đủ (copy),Ly thuyet,Ly thuyet,"Số lượng dãy tăng, giảm (2)","Số lượng dãy tăng, giảm (3)",Câu hỏi 1,Câu hỏi 3,Câu hỏi 5,Câu hỏi 1,Câu hỏi 2,Câu hỏi 3,Câu hỏi 4,Câu hỏi 2,Câu hỏi 3,Câu hỏi 4,Câu hỏi 5,Câu hỏi 1,Câu hỏi 2,Câu hỏi 3,Câu hỏi 4,Câu hỏi 3,Câu hỏi 4,Câu hỏi 5,Lát cắt cực tiểu,Lát cắt cực tiểu,Lát cắt cực tiểu,Tính luồng cực đại,Tính luồng cực đại,Tính luồng cực đại,Tính luồng cực đại,Đúng sai về Cây,Đúng sai về Cây,Chia kẹo - instance 1,Chia kẹo - instance 2,Chia kẹo - instance 3,Chia kẹo - instance 4,Chia kẹo - instance 5
21927,Kip2,25,31,80.65,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có
21946,Kip2,17,32,53.12,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,0,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Chưa làm,1,Không có,0,Không có,Không có,0,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có
21952,Kip2,23,31,74.19,Không có,Không có,Không có,0,Không có,Không có,Không có,1,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Chưa làm,Không có,Không có,2,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có
21953,Kip2,24.5,31,79.03,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,0.5,Không có,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,0,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,1,1,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,2,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có
21958,Kip2,19.5,31,62.9,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,0,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,1,1,Không có,Không có,1,Không có,Không có,Không có,0,0,Không có,Không có,Không có,Không có,0,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,2,Không có,0.5,Không có,Không có,Không có,0,Không có
21964,Kip2,22,32,68.75,Không có,1,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Chưa làm,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,1,1,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có
21968,Kip2,20.5,31,66.13,Không có,Không có,Chưa làm,Không có,Không có,Không có,1,Không có,Không có,Không có,1,0.5,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,1,Không có,0,Không có,0,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,0,Không có,Không có,Không có,1,1,1,Không có,1,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Chưa làm,Không có,Không có,Không có,2,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1
21973,Kip2,14.25,32,44.53,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,1,Không có,0,Không có,0,Không có,1,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,Không có,Không có,0,1,Không có,Không có,0,Không có,1,Không có,Không có,0,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,0,0.25,Không có,Không có,1,Không có,Không có,Không có
25314,Kip2,11.25,31,36.29,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Chưa làm,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,0,1,Không có,Chưa làm,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,1,Không có,0,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,0,0.25,Không có,Không có,Không có,Không có,Không có,1
25316,Kip2,12.25,31,39.52,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,0,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,0,Không có,0,Không có,Không có,0,Không có,Không có,Không có,1,0,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Chưa làm,Không có,Không có,0,Không có,0,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,0.25,Không có,1,Không có,Không có,Không có,Không có
25320,Kip2,23,32,71.88,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,0,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,0,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,0,Không có,2,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có
25323,Kip2,23.5,31,75.81,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,1,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,1,1,Không có,Không có,Không có,0,Không có,Không có,0,Không có,1,Không có,Không có,0,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,2,Không có,0.5,Không có,Không có,1,Không có,Không có,Không có
25324,Kip2,22,31,70.97,Không có,0,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,1,1,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,0,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Chưa làm,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,2,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có
25330,Kip2,23,32,71.88,Không có,Không có,Chưa làm,Không có,Không có,Không có,0,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,0,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,Chưa làm,Không có,1,Không có,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,2,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có
25331,Kip2,19,31,61.29,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,1,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,0,1,Không có,Không có,Không có,Không có,Chưa làm,Không có,1,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có
25333,Kip2,23,31,74.19,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,1,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,1,1,Không có,Không có,Không có,Không có
25340,Kip2,17,31,54.84,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,Không có,0.5,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,0,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,0,1,1,Không có,Không có,Không có,0,Không có,0,Không có,Không có,0,Không có,Không có,Chưa làm,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,0.5,Không có,Không có,Không có,2,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có
25346,Kip2,14.5,31,46.77,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,0,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,0,Không có,1,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Chưa làm,Không có,0,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Chưa làm,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,0.5,Không có,1,Không có,Không có,Không có,Không có
25348,Kip2,15.5,32,48.44,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,0.5,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,0,Không có,Không có,0,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,1,1,Không có,Không có,Không có,0,Không có,Không có,0,1,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0
25353,Kip2,23.5,32,73.44,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,0,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,0,1,0,Không có,Không có,Không có,1,1,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,2,Không có,Không có,0.5,Không có,1,Không có,Không có,Không có,Không có
25354,Kip2,16,31,51.61,1,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Chưa làm,Chưa làm,Không có,Không có,Không có,Không có,Không có,1,Không có,0,1,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,1,Không có,0,Không có,1,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,1,Không có,Chưa làm,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,0,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có
25357,Kip2,19,31,61.29,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,0,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,1,1,Không có,0,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Chưa làm,Không có,Không có,Chưa làm,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,0.5,Không có,Không có,Không có,Không có,Không có,2,Không có,0.5,Không có,1,Không có,Không có,Không có
25358,Kip2,18,31,58.06,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có,0,Không có,Không có,0,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,0,1,Không có,Không có,Không có,1,1,Không có,Không có,0,0,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Chưa làm,Không có,2,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0
25360,Kip2,16.5,31,53.23,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,0.5,Không có,1,Không có,Không có,Không có,Không có,Không có,1,0,Không có,Không có,Không có,1,Không có,Không có,0,Không có,0,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,1,Không có,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Chưa làm,0,Không có,Không có,2,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có
25364,Kip2,26,31,83.87,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,0,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,0,Không có,Không có,0,Không có,Không có,Không có,2,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có
25367,Kip2,11.5,31,37.1,Không có,Không có,Không có,0,Không có,Không có,1,Không có,1,Không có,Không có,0.5,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,1,0,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,Không có,1,0,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,0,0,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,1,0,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1
25369,Kip2,28.5,31,91.94,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,0.5,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,2,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có
25373,Kip2,23,31,74.19,1,Không có,Không có,Không có,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Chưa làm,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,1,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,1,0,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,1,Không có,0,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,2,Không có,Không có,1,Không có,1,Không có,Không có,Không có
25381,Kip2,10,32,31.25,Không có,Không có,Chưa làm,Không có,Không có,Không có,1,Không có,Chưa làm,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,0,Không có,1,Không có,Không có,Không có,0,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,1,Không có,0,Không có,Không có,0,Không có,Chưa làm,Không có,1,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có
25382,Kip2,12.5,31,40.32,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,0.5,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,0,0,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,0,0,Không có,Không có,Không có,Không có,0,1,Không có,Không có,0,1,Không có,Không có,Không có,0,0,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Chưa làm,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có
25384,Kip2,28,31,90.32,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,0,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,2,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1
25386,Kip2,17.5,32,54.69,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,0,Không có,Không có,0,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,0,Không có,1,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,0,0.5,Không có,Không có,Không có,Không có,1,Không có
25391,Kip2,18,32,56.25,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,1,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,1,1,Không có,0,Không có,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,0,Không có,Không có,Không có,0,Chưa làm,Không có,Không có,Không có,Không có
