ID,Nhóm,Điểm tổng,Điểm tối đa,Điểm quy đổi,"Anh Nguyễn Văn A có mong muốn mua chung cư. Giá chung cư là 1.8 tỷ trên căn, ...","Anh Nguyễn Văn A có mong muốn mua chung cư. Giá chung cư là 2 tỷ trên căn, ...","Anh Nguyễn Văn A có mong muốn mua chung cư. Giá chung cư là 2.6 tỷ trên căn, ...","Anh Nguyễn Văn A có mong muốn mua chung cư. Giá chung cư là 2.8 tỷ trên căn, ...","Cần chọn tối thiểu bao nhiêu số trong tập A = {1, 2, 3, …, 2020} để chắc chắn...","Cần chọn tối thiểu bao nhiêu số trong tập A = {1, 2, 3, …, 2022} để chắc chắn...","Cần chọn tối thiểu bao nhiêu số trong tập A = {1, 2, 3, …, 2024} để chắc chắn...","Cần chọn tối thiểu bao nhiêu số trong tập A = {1, 2, 3, …, 2026} để chắc chắn...",TRR-3,TRR-4,TRR-5,Đúng sai về Cây,Đúng sai về Cây,Thuật toán Kruskal,Cho ma trận tìm đồ thị,Cho ma trận tìm đồ thị 2,Chọn cách biểu diễn - trọng số 1,Tính trọng số của cây khung,Tính trọng số của cây khung,Tính trọng số của cây khung,Tính trọng số của cây khung,Thuật toán Kruskal,Thuật toán Kruskal,Thuật toán Kruskal,Thuật toán Kruskal,Thuật toán Prim,Thuật toán Prim,Thuật toán Prim,Tồn tại cây khung,Tồn tại cây khung,Tồn tại đồ thị,DFS 1,DFS 2,DFS 3,DFS 4,DFS Path 1,DFS Path 2,DFS Path 4,DFS Path 5,Đường đi 1,Đường đi 2,Đường đi 3,Đường đi 1,MultiChoice_vohuong 1,MultiChoice_vohuong 2,Xác định đỉnh trong tìm đường 1,Xác định đỉnh trong tìm đường 2,Xác định đỉnh trong tìm đường 4,Xác định đỉnh trong tìm đường 5,Permutation 2,Permutation 1,Câu 1,Câu 1 (copy),Câu 1 (copy),Nhận diện topology,TB - Ly thuyet Dijkstra,Ly thuyet Dijkstra,bipartite graph DEF,bipartite graph DEF (copy),bipartite graph DEF (copy),bipartite graph DEF1,bipartite graph DEF1,bipartite graph DEF1,Graph đầy đủ,Graph đầy đủ (copy),Ly thuyet,Ly thuyet,"Số lượng dãy tăng, giảm (2)","Số lượng dãy tăng, giảm (3)",Câu hỏi 1,Câu hỏi 3,Câu hỏi 5,Câu hỏi 1,Câu hỏi 2,Câu hỏi 3,Câu hỏi 4,Câu hỏi 2,Câu hỏi 3,Câu hỏi 4,Câu hỏi 5,Câu hỏi 1,Câu hỏi 2,Câu hỏi 3,Câu hỏi 4,Câu hỏi 3,Câu hỏi 4,Câu hỏi 5,Lát cắt cực tiểu,Lát cắt cực tiểu,Lát cắt cực tiểu,Tính luồng cực đại,Tính luồng cực đại,Tính luồng cực đại,Tính luồng cực đại,Đúng sai về Cây,Đúng sai về Cây,Chia kẹo - instance 1,Chia kẹo - instance 2,Chia kẹo - instance 3,Chia kẹo - instance 4,Chia kẹo - instance 5
25336,Kip1,24,32,75,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,0,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,1,1,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,2,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có
25338,Kip1,21.5,31,69.35,Không có,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,1,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,0,Không có,Không có,0,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,2,Không có,Không có,Không có,Không có,0.5,Không có,Không có,Không có,1,Không có
25339,Kip1,27.5,31,88.71,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,0,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,0.5,Không có,Không có,Không có,Không có,2,Không có,Không có,Không có,Không có,Không có,Không có,1
25342,Kip1,18,32,56.25,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,0,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,1,0,Không có,Không có,Chưa làm,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có
25349,Kip1,17.5,32,54.69,1,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Chưa làm,Không có,Không có,0.5,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,0,Không có,0,Không có,Không có,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,1,Không có,Không có,Chưa làm,Không có,1,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,2,Không có,Không có,1,Không có,Không có,Không có,Không có
25350,Kip1,20,32,62.5,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,0,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,1,Không có,0,0,Không có,Không có,1,1,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Chưa làm,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,2,Không có,0,1,Không có,Không có,Không có,Không có
25351,Kip1,23,31,74.19,Không có,Không có,0,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,1,1,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,0.5,Không có,Không có,Không có,2,Không có,Không có,0.5,Không có,Không có,Không có,1,Không có
25352,Kip1,24,32,75,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,0,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,1,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,0,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,2,Không có,1,Không có,Không có,Không có,Không có,Không có,1
25356,Kip1,6.5,31,20.97,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,1,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Chưa làm,Không có,Không có,Chưa làm,Không có,Không có,0,1,0,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,Chưa làm,Không có,Chưa làm,Không có,1,Chưa làm,Không có,Không có,Không có,0,0,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Chưa làm,Không có,Không có,Chưa làm,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,0.5,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có
25366,Kip1,15.5,32,48.44,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,0,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,0,Không có,1,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,1,Không có,Chưa làm,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,0,0,Không có,Không có,Không có,Không có,0.5,Chưa làm,Không có,Không có,Không có,Không có
25374,Kip1,23,32,71.88,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,0,Không có,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,1,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,2,1,Không có,Không có,Không có,1,Không có,Không có
25377,Kip1,19.5,31,62.9,Không có,Không có,Không có,Chưa làm,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,0,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,Không có,1,Không có,0,Không có,Không có,0,1,Không có,1,Không có,Không có,Không có,Không có,Chưa làm,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,2,Không có,0.5,1,Không có,Không có,Không có,Không có
25378,Kip1,25,32,78.12,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,1,Không có,Không có,0,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,0,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,1,Không có,1,1,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,2,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có
25379,Kip1,20.5,31,66.13,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,0.5,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,0,Không có,1,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,0,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,1,0,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,2,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có
25387,Kip1,23,32,71.88,1,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,0,Không có,Không có,1,Không có,0,Không có,Không có,0,1,Không có,Không có,Không có,1,Không có,Không có,Không có,0,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Chưa làm,Không có,2,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1
25390,Kip1,22.5,31,72.58,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,1,0,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,2,Không có,Không có,Không có,Không có,0.5,Không có,Không có,1,Không có,Không có
25394,Kip1,13,32,40.62,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,1,0,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,1,Không có,0,Không có,0,Không có,Không có,0,Không có,0,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có
25400,Kip1,16.5,32,51.56,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,0,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,0,Chưa làm,Không có,Không có,1,0,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,0,Không có,Không có,Không có,Không có,Chưa làm,2,Không có,Không có,Không có,Không có,0.5,Không có,1,Không có,Không có,Không có
25408,Kip1,18,31,58.06,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,0,Không có,Không có,1,1,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có,Không có,0,1,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0
25424,Kip1,25.5,31,82.26,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,0,1,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,1,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,0.5,Không có,Không có,Không có,Không có,2,Không có,0,Không có,1,Không có,Không có,Không có
25438,Kip1,30,31,96.77,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,1,1,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,2,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có
25440,Kip1,24,31,77.42,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,1,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Chưa làm,Không có,Không có,2,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có
25448,Kip1,11.5,31,37.1,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Chưa làm,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,0,Không có,0,Không có,0,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,0,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Chưa làm,Không có,Không có,0,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,0.5,Không có,Không có,Không có,0,Không có
25452,Kip1,22,32,68.75,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,1,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,1,Không có,Không có,Không có,0,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,0,Không có,1,1,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,2,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có
25465,Kip1,17.5,31,56.45,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,1,1,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,1,Không có,1,0,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,0.5,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có
25467,Kip1,23,32,71.88,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,0,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,1,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1
25468,Kip1,26,31,83.87,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,1,Không có,1,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,1,Không có,Không có,2,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có
25476,Kip1,19,32,59.38,Không có,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Chưa làm,Không có,1,Không có,Không có,Không có,Không có,Không có,1,0,Không có,0,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,1,Không có,0,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có,1,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có
25481,Kip1,20.5,31,66.13,Không có,Không có,Không có,0,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,0,Không có,1,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,1,1,Không có,0,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0.5,Không có,Không có,Không có,Không có,2,1,Không có,Không có,Không có,Không có,Không có,0
25485,Kip1,14.5,31,46.77,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,1,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,1,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,0,Không có,Không có,0.5,Không có,1,Không có,Không có,Không có
25492,Kip1,24,32,75,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Chưa làm,Không có,1,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Chưa làm,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,1,Không có,1,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,Chưa làm,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,2,Không có,Không có,1,Không có,Không có,Không có,Không có
25498,Kip1,21.5,32,67.19,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,0.5,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,1,Không có,0,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,0,Không có,1,Không có,Không có,Không có,Không có,0,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,1,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,2,Không có,Không có,Không có,Không có,0,Không có,Không có
25504,Kip1,20.5,31,66.13,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,0,Không có,0,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,0,Không có,1,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,0,Không có,Không có,1,1,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,0.5,Không có,Không có,2,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có
