ID,Nhóm,Điểm tổng,Điểm tối đa,Điểm quy đổi,"Anh Nguyễn Văn A có mong muốn mua chung cư. Giá chung cư là 1.8 tỷ trên căn, ...","Anh Nguyễn Văn A có mong muốn mua chung cư. Giá chung cư là 2 tỷ trên căn, ...","Anh Nguyễn Văn A có mong muốn mua chung cư. Giá chung cư là 2.6 tỷ trên căn, ...","Anh Nguyễn Văn A có mong muốn mua chung cư. Giá chung cư là 2.8 tỷ trên căn, ...","Cần chọn tối thiểu bao nhiêu số trong tập A = {1, 2, 3, …, 2020} để chắc chắn...","Cần chọn tối thiểu bao nhiêu số trong tập A = {1, 2, 3, …, 2022} để chắc chắn...","Cần chọn tối thiểu bao nhiêu số trong tập A = {1, 2, 3, …, 2024} để chắc chắn...","Cần chọn tối thiểu bao nhiêu số trong tập A = {1, 2, 3, …, 2026} để chắc chắn...",TRR-3,TRR-4,TRR-5,Đúng sai về Cây,Đúng sai về Cây,Thuật toán Kruskal,Cho ma trận tìm đồ thị,Cho ma trận tìm đồ thị 2,Chọn cách biểu diễn - trọng số 1,Tính trọng số của cây khung,Tính trọng số của cây khung,Tính trọng số của cây khung,Tính trọng số của cây khung,Thuật toán Kruskal,Thuật toán Kruskal,Thuật toán Kruskal,Thuật toán Kruskal,Thuật toán Prim,Thuật toán Prim,Thuật toán Prim,Tồn tại cây khung,Tồn tại cây khung,Tồn tại đồ thị,DFS 1,DFS 2,DFS 3,DFS 4,DFS Path 1,DFS Path 2,DFS Path 4,DFS Path 5,Đường đi 1,Đường đi 2,Đường đi 3,Đường đi 1,MultiChoice_vohuong 1,MultiChoice_vohuong 2,Xác định đỉnh trong tìm đường 1,Xác định đỉnh trong tìm đường 2,Xác định đỉnh trong tìm đường 4,Xác định đỉnh trong tìm đường 5,Permutation 2,Permutation 1,Câu 1,Câu 1 (copy),Câu 1 (copy),Nhận diện topology,TB - Ly thuyet Dijkstra,Ly thuyet Dijkstra,bipartite graph DEF,bipartite graph DEF (copy),bipartite graph DEF (copy),bipartite graph DEF1,bipartite graph DEF1,bipartite graph DEF1,Graph đầy đủ,Graph đầy đủ (copy),Ly thuyet,Ly thuyet,"Số lượng dãy tăng, giảm (2)","Số lượng dãy tăng, giảm (3)",Câu hỏi 1,Câu hỏi 3,Câu hỏi 5,Câu hỏi 1,Câu hỏi 2,Câu hỏi 3,Câu hỏi 4,Câu hỏi 2,Câu hỏi 3,Câu hỏi 4,Câu hỏi 5,Câu hỏi 1,Câu hỏi 2,Câu hỏi 3,Câu hỏi 4,Câu hỏi 3,Câu hỏi 4,Câu hỏi 5,Lát cắt cực tiểu,Lát cắt cực tiểu,Lát cắt cực tiểu,Tính luồng cực đại,Tính luồng cực đại,Tính luồng cực đại,Tính luồng cực đại,Đúng sai về Cây,Đúng sai về Cây,Chia kẹo - instance 1,Chia kẹo - instance 2,Chia kẹo - instance 3,Chia kẹo - instance 4,Chia kẹo - instance 5
21813,Kip1,25,31,80.65,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,1,1,Không có,Không có,1,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,Không có,2,1,Không có,Không có,Không có,Không có,Không có,1
21814,Kip1,27,32,84.38,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,0,Không có,0,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,1,Không có,Không có,1,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,2,Không có,1,Không có,1,Không có,Không có,Không có
21815,Kip1,15.5,31,50,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,0.5,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,0,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có,Không có,0,1,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,1,Không có,1,Không có,Chưa làm,Không có,0,Không có,Chưa làm,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có
21816,Kip1,22.5,31,72.58,Không có,Không có,0,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,0,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,1,Không có,0,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,0.5,Không có,2,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có
21817,Kip1,24,32,75,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,Không có,1,1,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,2,Không có,Không có,Không có,Không có,1,Không có,Không có
21818,Kip1,25,32,78.12,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,0,Không có,Không có,Không có,1,1,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có
21820,Kip1,23.5,32,73.44,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,Không có,0.5,1,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,0,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,0,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,2,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có
21821,Kip1,21,32,65.62,Không có,0,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,0,Không có,0,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,1,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có
21826,Kip1,16.5,31,53.23,Không có,Không có,Không có,Chưa làm,Không có,Chưa làm,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Chưa làm,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,0,Không có,Chưa làm,Không có,Chưa làm,Không có,Không có,1,Chưa làm,Không có,Không có,Chưa làm,Không có,Chưa làm,Không có,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,0,Không có,Không có,Không có,2,Không có,Không có,Không có,0.5,Không có,Không có,Không có,Không có,1
21831,Kip1,18,32,56.25,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,0,Không có,1,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,1,Không có,0,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,0,Không có,Không có,Không có,1,Không có
21832,Kip1,21,32,65.62,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Chưa làm,Không có,1,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,1,Không có,1,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Chưa làm,Không có,Không có,Không có,0,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,Không có,Không có
21842,Kip1,23,31,74.19,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,0,Không có,0,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,1,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,2,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có
21846,Kip1,17.5,32,54.69,Không có,Không có,Không có,0,Chưa làm,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,0,0,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,1,Không có,Không có,Không có,Không có,0,Không có,1,Không có,1,Không có,Không có,1,Chưa làm,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,2,Không có,0.5,Không có,Chưa làm,Không có,Không có,Không có,Không có
21854,Kip1,17.5,32,54.69,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,1,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,1,0,Không có,Chưa làm,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,0,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,0,0,Không có,Không có,Không có,0.5,Không có,Không có,Không có,Không có,Không có,0
21856,Kip1,28,31,90.32,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,1,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,2,Không có,Không có,1,Không có,Không có,Không có,1,Không có
21857,Kip1,23,31,74.19,0,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,0,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,1,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,2,Không có,1,Không có,Không có,1,Không có,Không có,Không có
21862,Kip1,22.5,31,72.58,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,1,Không có,Không có,Không có,1,0,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,1,1,Không có,Không có,Không có,0,1,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,0.5,Không có,Không có,Không có,Không có,2,1,Không có,Không có,1,Không có,Không có,Không có
21863,Kip1,21.5,31,69.35,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,0,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,1,Không có,0,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,2,0.5,Không có,Không có,Không có,Không có,0,Không có
21865,Kip1,22.5,31,72.58,Không có,0,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,0,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0,1,Không có,0,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,0.5,Không có,Không có,2,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có
21869,Kip1,20,31,64.52,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,0,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,0,Không có,0,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,0,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,1,1,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có,Không có,1
21874,Kip1,13.5,31,43.55,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,0,Không có,Chưa làm,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,0,Không có,Không có,Không có,Không có,Chưa làm,1,Không có,Không có,1,Không có,0,Không có,1,Không có,Không có,Không có,1,0,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Chưa làm,Không có,Không có,0.5,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0
21875,Kip1,21,31,67.74,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,1,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,0,Không có,Không có,1,Không có,0,Không có,Không có,0,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,1,Không có,1,Không có,Không có,Không có,Không có,2,Không có,Không có,1,1,Không có,Không có,Không có,Không có
21877,Kip1,23.5,32,73.44,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,0,Không có,0,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,1,Không có,0,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,2,Không có,Không có,0.5,Không có,Không có,Không có,Không có,1
21878,Kip1,23,32,71.88,Không có,1,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,0,0,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,0,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,0,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,2,Không có,1,Không có,Không có,1,Không có,Không có
21880,Kip1,19,31,61.29,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,0,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,1,1,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,0,Không có,Không có,Không có,2,Không có,Không có,1,Không có,Không có,Không có,0,Không có
21883,Kip1,27,32,84.38,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,0,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,0,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,2,Không có,Không có,Không có,Không có,1,Không có,Không có
21887,Kip1,24.5,32,76.56,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,0.5,1,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,1,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,2,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có
21895,Kip1,16.5,32,51.56,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,0.5,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,0,Không có,Không có,Không có,0,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,1,Không có,Chưa làm,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,1,0,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1
21896,Kip1,17,32,53.12,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,0,1,Không có,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,1,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,0,Không có,0,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,2,Không có,1,Không có,Không có,Không có,0,Không có
21898,Kip1,13.5,31,43.55,Không có,0,Không có,Không có,Chưa làm,Không có,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Chưa làm,Không có,1,Không có,Chưa làm,Không có,Không có,Chưa làm,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,0,Không có,0,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Chưa làm,Không có,Không có,0,Không có,Chưa làm,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,0.5,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm
21901,Kip1,19,32,59.38,Không có,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,0,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có,0,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,0,1,Không có,1,Không có,0,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,2,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có
21903,Kip1,26,31,83.87,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,0,0,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,1,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,2,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có
21906,Kip1,15,31,48.39,Không có,Không có,Không có,0,Không có,Không có,1,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,0,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Chưa làm,1,0,Không có,Không có,0,Không có,Không có,Không có,Chưa làm,1,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có
